Title,"Actor Name",Role,"Released Year","Age Certification",Runtime,Genre,"Production Countries","Seasons Broadcasted","IMDB Score","Number of Votes"
"Nicky Jam: El Ganador",Darkiel,ACTOR,2018,NULL,44,drama,PR,1,7.7,1129
"Nicky Jam: El Ganador","Osvaldo Friger",ACTOR,2018,NULL,44,drama,PR,1,7.7,1129
Crashing,"Damien Molony",ACTOR,2016,TV-MA,30,comedy,GB,1,7.7,18546
"Teasing Master Takagi-san","Yuma Uchida",ACTOR,2018,TV-PG,24,comedy,JP,3,7.7,2030
"Nicky Jam: El Ganador","José Arroyo",ACTOR,2018,NULL,44,drama,PR,1,7.7,1129
"Our Blues","Uhm Jung-hwa",ACTOR,2022,TV-MA,68,drama,KR,1,7.7,209
"Legend of Exorcism","Cong Liu",ACTOR,2020,TV-14,21,scifi,CN,2,7.7,80
"Touch Your Heart","Lee Sang-wu",ACTOR,2019,TV-MA,63,comedy,KR,1,7.7,3046
"In the Dark","Morgan Krantz",ACTOR,2019,TV-14,41,comedy,US,4,7.7,10927
"In the Dark","Thamela Mpumlwana",ACTOR,2019,TV-14,41,comedy,US,4,7.7,10927
"Singles Villa","Joe Cheng",ACTOR,2015,TV-14,45,drama,CN,1,7.7,28
"Teasing Master Takagi-san","Kotori Koiwai",ACTOR,2018,TV-PG,24,comedy,JP,3,7.7,2030
Norsemen,"Bjørn Hallgeir Myrene",ACTOR,2016,TV-MA,30,comedy,NO,3,7.7,18040
"Nobody's Looking",Projota,ACTOR,2019,TV-MA,20,comedy,BR,1,7.7,1956
"Blue Period","Aoi Koga",ACTOR,2021,TV-14,25,animation,JP,1,7.7,1712
Hyena,"Park Se-jin",ACTOR,2020,NULL,60,drama,KR,1,7.7,765
"Surviving Escobar - Alias JJ","Toto Vega",ACTOR,2017,TV-MA,42,crime,CO,1,7.7,985
"Surviving Escobar - Alias JJ","Ramsés Ramos",ACTOR,2017,TV-MA,42,crime,CO,1,7.7,985
"Surviving Escobar - Alias JJ","Nicole Santamaría",ACTOR,2017,TV-MA,42,crime,CO,1,7.7,985
"Teasing Master Takagi-san","Yui Ogura",ACTOR,2018,TV-PG,24,comedy,JP,3,7.7,2030
"The Naked Director","Takenori Gotô",ACTOR,2019,TV-MA,51,drama,JP,2,7.7,6052
"Blue Period","Tatsumaru Tachibana",ACTOR,2021,TV-14,25,animation,JP,1,7.7,1712
"Our Blues","Bae Hyun-sung",ACTOR,2022,TV-MA,68,drama,KR,1,7.7,209
"The Chestnut Man","Iben Dorner",ACTOR,2021,TV-MA,55,crime,DK,1,7.7,41253
"A Very Secret Service","Karim Barras",ACTOR,2015,TV-MA,27,comedy,FR,2,7.7,3461
"A Very Secret Service","Christophe Kourotchkine",ACTOR,2015,TV-MA,27,comedy,FR,2,7.7,3461
"Invisible City","Wesley Guimarães",ACTOR,2021,TV-MA,36,drama,BR,2,7.7,18
"The Naked Director","Misato Morita",ACTOR,2019,TV-MA,51,drama,JP,2,7.7,6052
Tomorrow,"Lee Soo-hyuk",ACTOR,2022,TV-14,60,drama,KR,1,7.7,603
"Legend of Exorcism","Liu Beichen",ACTOR,2020,TV-14,21,scifi,CN,2,7.7,80
"QB1: Beyond the Lights","Lance LeGendre",ACTOR,2017,TV-14,32,reality,US,3,7.7,895
"QB1: Beyond the Lights","Spencer Rattler",ACTOR,2017,TV-14,32,reality,US,3,7.7,895
"QB1: Beyond the Lights","Nik Scalzo",ACTOR,2017,TV-14,32,reality,US,3,7.7,895
"Miraculous: Tales of Ladybug & Cat Noir","Gauthier Battoue",ACTOR,2015,TV-Y7,22,family,FR,4,7.7,10102
"Good Girls","Isaiah Stannard",ACTOR,2018,TV-14,42,comedy,US,4,7.7,49867
"Arashi's Diary: Voyage","Jun Matsumoto",ACTOR,2019,TV-Y7,31,documentation,JP,1,7.7,42
"LEGO Friends: Girls on a Mission","Allegra Clark",ACTOR,2018,TV-Y,11,animation,"DK, US",4,7.7,106
"Surviving Escobar - Alias JJ","Natasha Klauss",ACTOR,2017,TV-MA,42,crime,CO,1,7.7,985
"In the Dark","Calle Walton",ACTOR,2019,TV-14,41,comedy,US,4,7.7,10927
"Legend of Exorcism","Chen Jinwen",ACTOR,2020,TV-14,21,scifi,CN,2,7.7,80
"Legend of Exorcism","Ling Fei",ACTOR,2020,TV-14,21,scifi,CN,2,7.7,80
Tomorrow,"Kim Nu-ri",ACTOR,2022,TV-14,60,drama,KR,1,7.7,603
"Home for Christmas","Eric Curtis Johnson",ACTOR,2019,TV-MA,29,comedy,NO,2,7.7,13670
"Blue Period","Shinichiro Kamio",ACTOR,2021,TV-14,25,animation,JP,1,7.7,1712
Hyena,"Jeong Ji-Hwan",ACTOR,2020,NULL,60,drama,KR,1,7.7,765
"LEGO Friends: Girls on a Mission","Faye Mata",ACTOR,2018,TV-Y,11,animation,"DK, US",4,7.7,106
"Nobody's Looking","Augusto Madeira",ACTOR,2019,TV-MA,20,comedy,BR,1,7.7,1956
"Good Morning Call","Shunya Shiraishi",ACTOR,2016,TV-14,48,comedy,JP,2,7.7,3088
"Good Morning Call","Moe Arai",ACTOR,2016,TV-14,48,comedy,JP,2,7.7,3088
"Arashi's Diary: Voyage","Sho Sakurai",ACTOR,2019,TV-Y7,31,documentation,JP,1,7.7,42
"Blue Period","Hiromu Mineta",ACTOR,2021,TV-14,25,animation,JP,1,7.7,1712
"They've Gotta Have Us","Barry Jenkins",ACTOR,2018,TV-14,59,documentation,GB,1,7.7,292
"Seven Seconds","David Lyons",ACTOR,2018,TV-MA,62,crime,US,1,7.7,15323
"Miraculous: Tales of Ladybug & Cat Noir","Jessie Lambotte",ACTOR,2015,TV-Y7,22,family,FR,4,7.7,10102
"Home for Christmas","Ida Elise Broch",ACTOR,2019,TV-MA,29,comedy,NO,2,7.7,13670
"Black Dog","Jo Yeon-hee",ACTOR,2019,TV-14,80,drama,KR,1,7.7,129
"The Chestnut Man","Louis Næss-Schmidt",ACTOR,2021,TV-MA,55,crime,DK,1,7.7,41253
"Blue Period","Yuki Kazu",ACTOR,2021,TV-14,25,animation,JP,1,7.7,1712
"Midnight Mass","Igby Rigney",ACTOR,2021,TV-MA,64,action,US,1,7.7,102321
"Home for Christmas","Hege Schøyen",ACTOR,2019,TV-MA,29,comedy,NO,2,7.7,13670
"Invisible City","Manuela Dieguez",ACTOR,2021,TV-MA,36,drama,BR,2,7.7,18
"Alias Grace","Christian Smith",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
"The Queen of Flow","María José Vargas",ACTOR,2018,TV-MA,45,drama,CO,2,7.7,1202
"Miraculous: Tales of Ladybug & Cat Noir","Martial Le Minoux",ACTOR,2015,TV-Y7,22,family,FR,4,7.7,10102
Tomorrow,"Kim Seo-yeon",ACTOR,2022,TV-14,60,drama,KR,1,7.7,603
"The Chestnut Man","Liva Forsberg",ACTOR,2021,TV-MA,55,crime,DK,1,7.7,41253
"LEGO Friends: Girls on a Mission","Jasmine St.Clair",ACTOR,2018,TV-Y,11,animation,"DK, US",4,7.7,106
"The Good Cop","Loai Nofi",ACTOR,2015,TV-MA,30,comedy,IL,3,7.7,370
"Black Dog","Park Yu-rim",ACTOR,2019,TV-14,80,drama,KR,1,7.7,129
"LEGO Friends: Girls on a Mission","Jasmine Elcock",ACTOR,2018,TV-Y,11,animation,"DK, US",4,7.7,106
"LEGO Friends: Girls on a Mission","Amaya Harrow",ACTOR,2018,TV-Y,11,animation,"DK, US",4,7.7,106
"Miss in Kiss","Wei-Lun Xi",ACTOR,2016,TV-14,36,comedy,TW,1,7.7,98
"Blue Period","Yuna Nemoto",ACTOR,2021,TV-14,25,animation,JP,1,7.7,1712
"Blue Period","Mika Hiratsuka",ACTOR,2021,TV-14,25,animation,JP,1,7.7,1712
"Blue Period","Mayu Aoyagi",ACTOR,2021,TV-14,25,animation,JP,1,7.7,1712
"Black Dog","Lee Eun-saem",ACTOR,2019,TV-14,80,drama,KR,1,7.7,129
"Midnight Mass","Annarah Cymone",ACTOR,2021,TV-MA,64,action,US,1,7.7,102321
"Our Blues","Roh Yoon-seo",ACTOR,2022,TV-MA,68,drama,KR,1,7.7,209
"Arashi's Diary: Voyage","Satoshi Ohno",ACTOR,2019,TV-Y7,31,documentation,JP,1,7.7,42
"Miraculous: Tales of Ladybug & Cat Noir","Clara Soares",ACTOR,2015,TV-Y7,22,family,FR,4,7.7,10102
"Good Morning Call","Maryjun Takahashi",ACTOR,2016,TV-14,48,comedy,JP,2,7.7,3088
"Criminal: Germany","Oscar Navarro Alvarez",ACTOR,2019,TV-MA,44,drama,DE,1,7.7,5108
"If I Hadn't Met You","David Vert",ACTOR,2018,TV-MA,52,scifi,ES,1,7.7,2283
"The Queen of Flow","Juan Manuel Restrepo",ACTOR,2018,TV-MA,45,drama,CO,2,7.7,1202
Tomorrow,"Moon Seo-Yoon",ACTOR,2022,TV-14,60,drama,KR,1,7.7,603
"The Pharmacist","Dan Schneider",ACTOR,2020,TV-MA,54,crime,US,1,7.7,6989
"Alias Grace","Rebecca Liddiard",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
"Miraculous: Tales of Ladybug & Cat Noir","Matthew Géczy",ACTOR,2015,TV-Y7,22,family,FR,4,7.7,10102
You,"Saffron Burrows",ACTOR,2018,TV-MA,47,thriller,US,3,7.7,225949
"Invisible City","Jéssica Córes",ACTOR,2021,TV-MA,36,drama,BR,2,7.7,18
"The Chestnut Man","Ali Kazim",ACTOR,2021,TV-MA,55,crime,DK,1,7.7,41253
"Miss in Kiss","Dino Lee",ACTOR,2016,TV-14,36,comedy,TW,1,7.7,98
"Good Morning Call","Haruka Fukuhara",ACTOR,2016,TV-14,48,comedy,JP,2,7.7,3088
"They've Gotta Have Us","Simon Frederick",ACTOR,2018,TV-14,59,documentation,GB,1,7.7,292
Norsemen,"Christian Skolmen",ACTOR,2016,TV-MA,30,comedy,NO,3,7.7,18040
Crashing,"Louise Ford",ACTOR,2016,TV-MA,30,comedy,GB,1,7.7,18546
"Criminal: Germany","Eva Meckbach",ACTOR,2019,TV-MA,44,drama,DE,1,7.7,5108
"Arashi's Diary: Voyage","Masaki Aiba",ACTOR,2019,TV-Y7,31,documentation,JP,1,7.7,42
"Good Morning Call","Itsuki Sagara",ACTOR,2016,TV-14,48,comedy,JP,2,7.7,3088
"Alias Grace","John Tench",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
"Invisible City","José Dumont",ACTOR,2021,TV-MA,36,drama,BR,2,7.7,18
"The Queen of Flow","Carolina Ramírez",ACTOR,2018,TV-MA,45,drama,CO,2,7.7,1202
"Nicky Jam: El Ganador","Diego Cadavid",ACTOR,2018,NULL,44,drama,PR,1,7.7,1129
"Blue Period","Fumi Hirano",ACTOR,2021,TV-14,25,animation,JP,1,7.7,1712
Crashing,"Amit Shah",ACTOR,2016,TV-MA,30,comedy,GB,1,7.7,18546
"Her Private Life","Im Ji-gyu",ACTOR,2019,TV-14,74,drama,KR,2,7.7,3665
Maniac,"Sonoya Mizuno",ACTOR,2018,TV-MA,39,drama,US,1,7.7,74877
"Good Morning Call","Madoka Yoshida",ACTOR,2016,TV-14,48,comedy,JP,2,7.7,3088
"Alias Grace","Stephen Joffe",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
"Seven Seconds","Russell Hornsby",ACTOR,2018,TV-MA,62,crime,US,1,7.7,15323
"The Good Cop","Yigal Adika",ACTOR,2015,TV-MA,30,comedy,IL,3,7.7,370
"The Curious Creations of Christine McConnell","Adam Mayfield",ACTOR,2018,TV-PG,27,reality,US,1,7.7,2391
"Alias Grace","Samantha Weinstein",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
Norsemen,"Ingar Helge Gimle",ACTOR,2016,TV-MA,30,comedy,NO,3,7.7,18040
"A Very Secret Service","Baptiste Sornin",ACTOR,2015,TV-MA,27,comedy,FR,2,7.7,3461
"Seven Seconds","Clare-Hope Ashitey",ACTOR,2018,TV-MA,62,crime,US,1,7.7,15323
"The Good Cop","Yuval Semo",ACTOR,2015,TV-MA,30,comedy,IL,3,7.7,370
"Arashi's Diary: Voyage","Kazunari Ninomiya",ACTOR,2019,TV-Y7,31,documentation,JP,1,7.7,42
Norsemen,"Erik Aleksander Schjerven",ACTOR,2016,TV-MA,30,comedy,NO,3,7.7,18040
"Criminal: Germany","Christian Berkel",ACTOR,2019,TV-MA,44,drama,DE,1,7.7,5108
"The Curious Creations of Christine McConnell","Colleen Smith",ACTOR,2018,TV-PG,27,reality,US,1,7.7,2391
Norsemen,"Silje Torp",ACTOR,2016,TV-MA,30,comedy,NO,3,7.7,18040
"Alias Grace","Elizabeth Saunders",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
Spotless,"Miranda Raison",ACTOR,2015,TV-MA,58,drama,FR,1,7.7,3635
"Surviving Escobar - Alias JJ","Elkin Díaz",ACTOR,2017,TV-MA,42,crime,CO,1,7.7,985
"The Vampire Diaries","Paul Wesley",ACTOR,2009,TV-14,42,scifi,US,8,7.7,310776
"Seven Seconds","Nadia Alexander",ACTOR,2018,TV-MA,62,crime,US,1,7.7,15323
Norsemen,"Richard Skog",ACTOR,2016,TV-MA,30,comedy,NO,3,7.7,18040
"Home for Christmas","Mads Sjøgård Pettersen",ACTOR,2019,TV-MA,29,comedy,NO,2,7.7,13670
"Angel Beats!","Yuuki Masuda",ACTOR,2010,TV-14,26,scifi,JP,1,7.7,13848
"Alias Grace","Sarah Manninen",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
Norsemen,"Finn Schau",ACTOR,2016,TV-MA,30,comedy,NO,3,7.7,18040
"Midnight Mass","Matt Biedel",ACTOR,2021,TV-MA,64,action,US,1,7.7,102321
"They've Gotta Have Us","Reggie Rock Bythewood",ACTOR,2018,TV-14,59,documentation,GB,1,7.7,292
"Alias Grace","Martha Burns",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
"The Good Cop","Liora Rivlin",ACTOR,2015,TV-MA,30,comedy,IL,3,7.7,370
"A Very Secret Service","Wilfred Benaïche",ACTOR,2015,TV-MA,27,comedy,FR,2,7.7,3461
"Invisible City","Alessandra Negrini",ACTOR,2021,TV-MA,36,drama,BR,2,7.7,18
"Criminal: Germany","Christian Kuchenbuch",ACTOR,2019,TV-MA,44,drama,DE,1,7.7,5108
"A Very Secret Service","Marie-Julie Baup",ACTOR,2015,TV-MA,27,comedy,FR,2,7.7,3461
"Nobody's Looking","Kéfera Buchmann",ACTOR,2019,TV-MA,20,comedy,BR,1,7.7,1956
"Criminal: Germany","Jonathan Berlin",ACTOR,2019,TV-MA,44,drama,DE,1,7.7,5108
"Miss in Kiss","Esther Wu",ACTOR,2016,TV-14,36,comedy,TW,1,7.7,98
"In the Dark","Nicki Micheaux",ACTOR,2019,TV-14,41,comedy,US,4,7.7,10927
"A Very Secret Service","Jean-Édouard Bodziak",ACTOR,2015,TV-MA,27,comedy,FR,2,7.7,3461
"Midnight Mass","Kristin Lehman",ACTOR,2021,TV-MA,64,action,US,1,7.7,102321
"Miraculous: Tales of Ladybug & Cat Noir","Marie Chevalot",ACTOR,2015,TV-Y7,22,family,FR,4,7.7,10102
"Her Private Life","Hong Seo-young",ACTOR,2019,TV-14,74,drama,KR,2,7.7,3665
"They've Gotta Have Us","Ruth E. Carter",ACTOR,2018,TV-14,59,documentation,GB,1,7.7,292
"Nicky Jam: El Ganador","Nicky Jam",ACTOR,2018,NULL,44,drama,PR,1,7.7,1129
"Alias Grace","Diane D'Aquila",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
"Teasing Master Takagi-san","Konomi Kohara",ACTOR,2018,TV-PG,24,comedy,JP,3,7.7,2030
"Nobody's Looking","Danilo de Moura",ACTOR,2019,TV-MA,20,comedy,BR,1,7.7,1956
Norsemen,"Nikis Theophilakis",ACTOR,2016,TV-MA,30,comedy,NO,3,7.7,18040
Norsemen,"Egil Birkeland",ACTOR,2016,TV-MA,30,comedy,NO,3,7.7,18040
"LEGO Friends: Girls on a Mission","Kira Buckland",ACTOR,2018,TV-Y,11,animation,"DK, US",4,7.7,106
"The Chestnut Man","Esben Dalgaard Andersen",ACTOR,2021,TV-MA,55,crime,DK,1,7.7,41253
"Singles Villa","Xu Lu",ACTOR,2015,TV-14,45,drama,CN,1,7.7,28
"Alias Grace","Kerr Logan",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
"In the Dark","Perry Mattfeld",ACTOR,2019,TV-14,41,comedy,US,4,7.7,10927
"Seven Seconds","Zackary Momoh",ACTOR,2018,TV-MA,62,crime,US,1,7.7,15323
"Singles Villa","Zhang Xinyu",ACTOR,2015,TV-14,45,drama,CN,1,7.7,28
"Good Morning Call","Shugo Nagashima",ACTOR,2016,TV-14,48,comedy,JP,2,7.7,3088
"Good Morning Call","Koya Nagasawa",ACTOR,2016,TV-14,48,comedy,JP,2,7.7,3088
"Good Morning Call","Yosuke Sugino",ACTOR,2016,TV-14,48,comedy,JP,2,7.7,3088
"A Very Secret Service","Axelle Simon",ACTOR,2015,TV-MA,27,comedy,FR,2,7.7,3461
Norsemen,"Kristine Riis",ACTOR,2016,TV-MA,30,comedy,NO,3,7.7,18040
"The Good Cop","Ortal Ben-Shoshan",ACTOR,2015,TV-MA,30,comedy,IL,3,7.7,370
"Home for Christmas","Gabrielle Leithaug",ACTOR,2019,TV-MA,29,comedy,NO,2,7.7,13670
"Black Dog","Ha Jun",ACTOR,2019,TV-14,80,drama,KR,1,7.7,129
"Blue Period","Emiri Suyama",ACTOR,2021,TV-14,25,animation,JP,1,7.7,1712
"The Vampire Diaries","Michael Malarkey",ACTOR,2009,TV-14,42,scifi,US,8,7.7,310776
Hyena,"Moon Ye-won",ACTOR,2020,NULL,60,drama,KR,1,7.7,765
Occupied,"Eldar Skar",ACTOR,2015,TV-MA,45,war,NO,3,7.7,8839
"Alias Grace","Jonathan Koensgen",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
"Money Heist: From Tokyo to Berlin","Esther Martínez Lobato",ACTOR,2021,TV-MA,53,documentation,ES,2,7.7,836
"Money Heist: From Tokyo to Berlin","Jesús Colmenar",ACTOR,2021,TV-MA,53,documentation,ES,2,7.7,836
"Money Heist: From Tokyo to Berlin","Javier Gómez Santander",ACTOR,2021,TV-MA,53,documentation,ES,2,7.7,836
"Alias Grace","Alice Snaden",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
"Alias Grace","Claire Armstrong",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
"Alias Grace","Kate Ross",ACTOR,2017,TV-MA,44,drama,CA,1,7.7,31577
Crashing,"Phoebe Waller-Bridge",ACTOR,2016,TV-MA,30,comedy,GB,1,7.7,18546
"Nobody's Looking","Telma Souza",ACTOR,2019,TV-MA,20,comedy,BR,1,7.7,1956
"The Queen of Flow","Lucho Velasco",ACTOR,2018,TV-MA,45,drama,CO,2,7.7,1202
"The Queen of Flow","Andres Sandoval",ACTOR,2018,TV-MA,45,drama,CO,2,7.7,1202
Tomorrow,"Kim Hee-seon",ACTOR,2022,TV-14,60,drama,KR,1,7.7,603
Tomorrow,"Ryu Sung-rok",ACTOR,2022,TV-14,60,drama,KR,1,7.7,603
"Miss in Kiss","Gong Yi Teng",ACTOR,2016,TV-14,36,comedy,TW,1,7.7,98
You,"Shalita Grant",ACTOR,2018,TV-MA,47,thriller,US,3,7.7,225949
"Midnight Mass","Rahul Abburi",ACTOR,2021,TV-MA,64,action,US,1,7.7,102321
"The Curious Creations of Christine McConnell","Christine McConnell",ACTOR,2018,TV-PG,27,reality,US,1,7.7,2391
"Touch Your Heart","Yoo In-na",ACTOR,2019,TV-MA,63,comedy,KR,1,7.7,3046
"Angel Beats!","Harumi Sakurai",ACTOR,2010,TV-14,26,scifi,JP,1,7.7,13848
"In the Dark","Casey Deidrick",ACTOR,2019,TV-14,41,comedy,US,4,7.7,10927
"Her Private Life","Jung Jae-won",ACTOR,2019,TV-14,74,drama,KR,2,7.7,3665
"Touch Your Heart","Son Sung-yoon",ACTOR,2019,TV-MA,63,comedy,KR,1,7.7,3046
"Salt Fat Acid Heat","Samin Nosrat",ACTOR,2018,NULL,40,documentation,US,1,7.7,2419
"The Good Cop","Guy Loel",ACTOR,2015,TV-MA,30,comedy,IL,3,7.7,370
"Angel Beats!","Rivas Michael",ACTOR,2010,TV-14,26,scifi,JP,1,7.7,13848
"If I Hadn't Met You","Montse Guallar",ACTOR,2018,TV-MA,52,scifi,ES,1,7.7,2283
"Lawless Lawyer","Lee Joon-gi",ACTOR,2018,TV-14,64,action,KR,1,7.7,1572
"Lawless Lawyer","Kim Kwang-kyu",ACTOR,2018,TV-14,64,action,KR,1,7.7,1572
Tomorrow,"Yoon Ji-on",ACTOR,2022,TV-14,60,drama,KR,1,7.7,603
"Find Yourself","Song Weilong",ACTOR,2020,TV-14,45,drama,CN,1,7.6,201
"The 100","Bob Morley",ACTOR,2014,TV-14,42,drama,US,7,7.6,242221
"Chicago Med","Nick Gehlfuss",ACTOR,2015,TV-14,41,drama,US,8,7.6,24142
"Snabba Cash","Peter Eggers",ACTOR,2021,TV-MA,43,drama,SE,2,7.6,8176
"Grey's Anatomy","Camilla Luddington",ACTOR,2005,TV-14,49,drama,US,18,7.6,293618
"Masha and the Bear","Boris Kutnevich",ACTOR,2009,TV-Y,6,comedy,RU,5,7.6,3114
"BREAK IT ALL: The History of Rock in Latin America","Jorge González",ACTOR,2020,TV-MA,50,documentation,AR,1,7.6,1215
"Mariposa de barrio","Angélica Celaya",ACTOR,2017,TV-MA,46,drama,US,1,7.6,238
"Hymn of Death","Shin Jae-ha",ACTOR,2018,NULL,45,drama,KR,1,7.6,1104
"The Serpent","Jenna Coleman",ACTOR,2021,TV-MA,57,drama,GB,1,7.6,41782
Messiah,"Wil Traval",ACTOR,2020,TV-MA,45,drama,US,1,7.6,42018
"Find Yourself","Zhang Lei",ACTOR,2020,TV-14,45,drama,CN,1,7.6,201
"That Winter, the Wind Blows","Im Se-mi",ACTOR,2013,TV-MA,63,drama,KR,1,7.6,1803
"The Magicians","Jade Tailor",ACTOR,2015,TV-14,44,drama,US,5,7.6,49557
"Mariposa de barrio","Stephanie Arcila",ACTOR,2017,TV-MA,46,drama,US,1,7.6,238
"Madam Secretary","Castulo Guerra",ACTOR,2014,TV-14,43,war,US,6,7.6,22563
"Hymn of Death","Shin Hye-sun",ACTOR,2018,NULL,45,drama,KR,1,7.6,1104
"The 100","Tasya Teles",ACTOR,2014,TV-14,42,drama,US,7,7.6,242221
Damnation,"Sarah Jones",ACTOR,2017,TV-MA,43,western,US,1,7.6,8111
"BREAK IT ALL: The History of Rock in Latin America","Pil Trafa",ACTOR,2020,TV-MA,50,documentation,AR,1,7.6,1215
"All American",Bre-Z,ACTOR,2018,TV-14,42,drama,US,4,7.6,9704
"Legend Quest: Masters of Myth","Paul Tei",ACTOR,2019,TV-Y7,25,action,MX,1,7.6,126
"The Serpent","Tim McInnerny",ACTOR,2021,TV-MA,57,drama,GB,1,7.6,41782
Toon,"Loulou Hameleers",ACTOR,2016,TV-MA,27,comedy,NL,2,7.6,890
Ajin,"Hiroyuki Kinoshita",ACTOR,2016,TV-MA,24,action,JP,2,7.6,6121
"Sword Art Online","Ayahi Takagaki",ACTOR,2012,TV-MA,23,scifi,JP,4,7.6,43727
"Can You Hear Me?","Mélissa Bédard",ACTOR,2019,TV-MA,22,drama,CA,3,7.6,688
"Find Yourself","Yang Zhiying",ACTOR,2020,TV-14,45,drama,CN,1,7.6,201
"Million Yen Women","Rena Matsui",ACTOR,2017,NULL,30,drama,JP,1,7.6,1794
"BREAK IT ALL: The History of Rock in Latin America","Fher Olvera",ACTOR,2020,TV-MA,50,documentation,AR,1,7.6,1215
"The Cuba Libre Story","Ken Eaken",ACTOR,2015,TV-14,45,documentation,DE,2,7.6,1583
"BREAK IT ALL: The History of Rock in Latin America","Hugo Fattoruso",ACTOR,2020,TV-MA,50,documentation,AR,1,7.6,1215
"All American","Cody Christian",ACTOR,2018,TV-14,42,drama,US,4,7.6,9704
"All American","Michael Evans Behling",ACTOR,2018,TV-14,42,drama,US,4,7.6,9704
"Merli: Dare to Know","Gloria Ramos",ACTOR,2019,TV-MA,48,drama,ES,2,7.6,1711
"Find Yourself","Yu Shuxin",ACTOR,2020,TV-14,45,drama,CN,1,7.6,201
Godless,"Christiane Seidel",ACTOR,2017,TV-MA,65,western,US,1,7.6,27
"Find Yourself","Zhang Yujian",ACTOR,2020,TV-14,45,drama,CN,1,7.6,201
Toon,"Arend Brandligt",ACTOR,2016,TV-MA,27,comedy,NL,2,7.6,890
"Grey's Anatomy","Scott Speedman",ACTOR,2005,TV-14,49,drama,US,18,7.6,293618
"Snabba Cash","Alexander Abdallah",ACTOR,2021,TV-MA,43,drama,SE,2,7.6,8176
"That Winter, the Wind Blows","Seo Hyo-rim",ACTOR,2013,TV-MA,63,drama,KR,1,7.6,1803
"BREAK IT ALL: The History of Rock in Latin America","David Lebón",ACTOR,2020,TV-MA,50,documentation,AR,1,7.6,1215
"The Liberator","Mike Rowe",ACTOR,2020,TV-MA,49,animation,US,1,7.6,5942
"My Holo Love","Ko Sung-hee",ACTOR,2020,TV-14,57,scifi,KR,1,7.6,2401
"Spinning Out","Evan Roderick",ACTOR,2020,TV-MA,50,drama,US,1,7.6,13692
"BREAK IT ALL: The History of Rock in Latin America","Tito Fuentes",ACTOR,2020,TV-MA,50,documentation,AR,1,7.6,1215
"That Winter, the Wind Blows","Kim Kyu-chul",ACTOR,2013,TV-MA,63,drama,KR,1,7.6,1803
"Legend Quest: Masters of Myth","Charlotte Cunningham",ACTOR,2019,TV-Y7,25,action,MX,1,7.6,126
"Hymn of Death","Lee Sang-yeob",ACTOR,2018,NULL,45,drama,KR,1,7.6,1104
"Teenage Bounty Hunters","Anjelica Bette Fellini",ACTOR,2020,TV-MA,49,action,US,1,7.6,10821
Toon,"Marijn Klaver",ACTOR,2016,TV-MA,27,comedy,NL,2,7.6,890
"The Beauty Inside","Lee Tae-ri",ACTOR,2018,TV-14,68,drama,KR,1,7.6,1889
"My Holo Love","Jeong Yeon-joo",ACTOR,2020,TV-14,57,scifi,KR,1,7.6,2401
"Familiar Wife","Ji Sung",ACTOR,2018,TV-MA,61,scifi,KR,1,7.6,937
"My Holo Love","Yoon Hyun-min",ACTOR,2020,TV-14,57,scifi,KR,1,7.6,2401
"The Bonfire of Destiny","Gilbert Melki",ACTOR,2019,TV-MA,50,drama,FR,1,7.6,4442
Ajin,"Itaru Yamamoto",ACTOR,2016,TV-MA,24,action,JP,2,7.6,6121
"Hymn of Death","Park Sun Im",ACTOR,2018,NULL,45,drama,KR,1,7.6,1104
"Hymn of Death","Lee Joon Yi",ACTOR,2018,NULL,45,drama,KR,1,7.6,1104
"Hymn of Death","Lee Chul Min",ACTOR,2018,NULL,45,drama,KR,1,7.6,1104
"Girl from Nowhere","Chicha Amatayakul",ACTOR,2018,TV-MA,44,drama,TH,2,7.6,3979
"The Bonfire of Destiny","Stéphane Guillon",ACTOR,2019,TV-MA,50,drama,FR,1,7.6,4442
"Sword Art Online","Kanae Ito",ACTOR,2012,TV-MA,23,scifi,JP,4,7.6,43727
"Devilman Crybaby","Yasuhiro Takato",ACTOR,2018,TV-MA,25,scifi,JP,1,7.6,18575
Special,"Ryan O'Connell",ACTOR,2019,TV-MA,26,comedy,US,2,7.6,9202
"All American","Greta Onieogou",ACTOR,2018,TV-14,42,drama,US,4,7.6,9704
"BREAK IT ALL: The History of Rock in Latin America","Beto Cuevas",ACTOR,2020,TV-MA,50,documentation,AR,1,7.6,1215
"Chicago Med","Marlyne Barrett",ACTOR,2015,TV-14,41,drama,US,8,7.6,24142
